Country,1.4.1_SP_ACS_BSRVH2O__ALLAREA__2019,1.4.1_SP_ACS_BSRVH2O__ALLAREA__Delta,1.4.1_SP_ACS_BSRVSAN__ALLAREA__2019,1.4.1_SP_ACS_BSRVSAN__ALLAREA__Delta,3.2.1_SH_DYN_IMRT_FEMALE__<1Y_2019,3.2.1_SH_DYN_IMRT_FEMALE__<1Y_Delta,3.2.1_SH_DYN_IMRT_BOTHSEX__<1Y_2019,3.2.1_SH_DYN_IMRT_BOTHSEX__<1Y_Delta,3.2.1_SH_DYN_IMRT_MALE__<1Y_2019,3.2.1_SH_DYN_IMRT_MALE__<1Y_Delta,3.2.1_SH_DYN_IMRTN_BOTHSEX__<1Y_2019,3.2.1_SH_DYN_IMRTN_BOTHSEX__<1Y_Delta,3.2.1_SH_DYN_IMRTN_FEMALE__<1Y_2019,3.2.1_SH_DYN_IMRTN_FEMALE__<1Y_Delta,3.2.1_SH_DYN_IMRTN_MALE__<1Y_2019,3.2.1_SH_DYN_IMRTN_MALE__<1Y_Delta,3.2.1_SH_DYN_MORT_MALE__<5Y_2019,3.2.1_SH_DYN_MORT_MALE__<5Y_Delta,3.2.1_SH_DYN_MORT_BOTHSEX__<5Y_2019,3.2.1_SH_DYN_MORT_BOTHSEX__<5Y_Delta,3.2.1_SH_DYN_MORT_FEMALE__<5Y_2019,3.2.1_SH_DYN_MORT_FEMALE__<5Y_Delta,3.2.1_SH_DYN_MORTN_BOTHSEX__<5Y_2019,3.2.1_SH_DYN_MORTN_BOTHSEX__<5Y_Delta,3.2.1_SH_DYN_MORTN_MALE__<5Y_2019,3.2.1_SH_DYN_MORTN_MALE__<5Y_Delta,3.2.1_SH_DYN_MORTN_FEMALE__<5Y_2019,3.2.1_SH_DYN_MORTN_FEMALE__<5Y_Delta,3.2.2_SH_DYN_NMRT_BOTHSEX__<1M_2019,3.2.2_SH_DYN_NMRT_BOTHSEX__<1M_Delta,3.2.2_SH_DYN_NMRTN_BOTHSEX__<1M_2019,3.2.2_SH_DYN_NMRTN_BOTHSEX__<1M_Delta,3.3.2_SH_TBS_INCD____2019,3.3.2_SH_TBS_INCD____Delta,6.2.1_SH_SAN_DEFECT__ALLAREA__2019,6.2.1_SH_SAN_DEFECT__ALLAREA__Delta,6.6.1_EN_LKRV_PWAC____2019,6.6.1_EN_LKRV_PWAC____Delta,6.6.1_EN_LKRV_PWAN____2019,6.6.1_EN_LKRV_PWAN____Delta,6.6.1_EN_LKRV_PWAP____2019,6.6.1_EN_LKRV_PWAP____Delta,6.6.1_EN_LKRV_SWAC____2019,6.6.1_EN_LKRV_SWAC____Delta,6.6.1_EN_LKRV_SWAN____2019,6.6.1_EN_LKRV_SWAN____Delta,6.6.1_EN_LKRV_SWAP____2019,6.6.1_EN_LKRV_SWAP____Delta,6.6.1_EN_RSRV_MNWAN____2019,6.6.1_EN_RSRV_MNWAN____Delta,6.6.1_EN_RSRV_MNWAP____2019,6.6.1_EN_RSRV_MNWAP____Delta,6.6.1_EN_RSRV_MXWAN____2019,6.6.1_EN_RSRV_MXWAN____Delta,6.6.1_EN_RSRV_MXWAP____2019,6.6.1_EN_RSRV_MXWAP____Delta,7.1.1_EG_ACS_ELEC__ALLAREA__2019,7.1.1_EG_ACS_ELEC__ALLAREA__Delta,7.1.1_EG_ACS_ELEC__URBAN__2019,7.1.1_EG_ACS_ELEC__URBAN__Delta,7.2.1_EG_FEC_RNEW____2019,7.2.1_EG_FEC_RNEW____Delta,7.3.1_EG_EGY_PRIM____2019,7.3.1_EG_EGY_PRIM____Delta,8.1.1_NY_GDP_PCAP____2019,8.1.1_NY_GDP_PCAP____Delta,8.4.2_EN_MAT_DOMCMPC____2019,8.4.2_EN_MAT_DOMCMPC____Delta,8.4.2_EN_MAT_DOMCMPG____2019,8.4.2_EN_MAT_DOMCMPG____Delta,8.4.2_EN_MAT_DOMCMPT____2019,8.4.2_EN_MAT_DOMCMPT____Delta,9.2.1_NV_IND_MANF____2019,9.2.1_NV_IND_MANF____Delta,9.2.1_NV_IND_MANF_CD____2019,9.2.1_NV_IND_MANF_CD____Delta,9.2.1_NV_IND_MANFPC____2019,9.2.1_NV_IND_MANFPC____Delta,10.7.4_SM_POP_REFG_OR____2019,10.7.4_SM_POP_REFG_OR____Delta,10.a.1_TM_TRF_ZERO____2019,10.a.1_TM_TRF_ZERO____Delta,11.6.2_EN_ATM_PM25__URBAN__2019,11.6.2_EN_ATM_PM25__URBAN__Delta,11.6.2_EN_ATM_PM25__ALLAREA__2019,11.6.2_EN_ATM_PM25__ALLAREA__Delta,11.6.2_EN_ATM_PM25__TSUB__2019,11.6.2_EN_ATM_PM25__TSUB__Delta,11.6.2_EN_ATM_PM25__RURAL__2019,11.6.2_EN_ATM_PM25__RURAL__Delta,15.1.1_AG_LND_FRST____2019,15.1.1_AG_LND_FRST____Delta,15.1.1_AG_LND_FRSTN____2019,15.1.1_AG_LND_FRSTN____Delta,15.1.1_AG_LND_TOTL____2019,15.1.1_AG_LND_TOTL____Delta,15.1.2_ER_PTD_TERR____2019,15.1.2_ER_PTD_TERR____Delta,15.2.1_AG_LND_FRSTBIOPHA____2019,15.2.1_AG_LND_FRSTBIOPHA____Delta,15.2.1_AG_LND_FRSTCERT____2019,15.2.1_AG_LND_FRSTCERT____Delta,15.5.1_ER_RSK_LST____2019,15.5.1_ER_RSK_LST____Delta,15.6.1_ER_CBD_ORSPGRFA____2019,15.6.1_ER_CBD_ORSPGRFA____Delta,15.6.1_ER_CBD_PTYPGRFA____2019,15.6.1_ER_CBD_PTYPGRFA____Delta,15.6.1_ER_CBD_SMTA____2019,15.6.1_ER_CBD_SMTA____Delta,17.11.1_TX_EXP_GBMRCH____2019,17.11.1_TX_EXP_GBMRCH____Delta,17.11.1_TX_IMP_GBMRCH____2019,17.11.1_TX_IMP_GBMRCH____Delta,17.12.1_TM_TAX_DMFN____2019,17.12.1_TM_TAX_DMFN____Delta,17.12.1_TM_TAX_DPRF____2019,17.12.1_TM_TAX_DPRF____Delta,17.13.1_NY_GDP_MKTP_KD_ZG____2019,17.13.1_NY_GDP_MKTP_KD_ZG____Delta,17.13.1_PA_NUS_ATLS____2019,17.13.1_PA_NUS_ATLS____Delta,17.13.1_TG_VAL_TOTL_GD_ZS____2019,17.13.1_TG_VAL_TOTL_GD_ZS____Delta,17.3.1_GF_FRN_FDI____2019,17.3.1_GF_FRN_FDI____Delta,Required Imputes,Percent Imputed,Population Index,Population,Class Label
Lithuania,98.00147,0.01094,93.76833,0.51586,2.8,-0.2,3.1,-0.2,3.3,-0.3,88,-10,39,-4,49,-6,4.1,-0.3,3.8,-0.3,3.4,-0.3,109,-12,61,-7,48,-5,2.1,-0.1,58,-5,41,-2,0,0,2.48693,0.41454,864.27168,3.49585,0.0138,6.00E-05,19.43708,3.87373,265.65526,8.61607,0.00424,0.00014,51.6074,0.01758,0.00082,0,53.31039,0.06654,0.00085,0,100,0,100,0,33.54,-0.19,3.07,-0.15,5.62,0.6,3.233233889,0.070508889,0.185805,-0.006695556,8922532.171,62883.88724,17.41,-0.1,16.08,-0.5,2943.75,139.53,2.15095,-0.15486,71.89743857,-1.061581429,11.6698,-0.82916,10.36907,-0.75028,11.52105,-0.75462,9.38725,-0.6903,35.13,0.03,2200,2,6262,-1,91.68138,0,132.9,0.8,1180.33,40.09,0.98884,0,0,0,1,0,31,2,0.17435,0.00382,0.18492,0.00074,6.197641429,0.108602857,3.05733,-0.587125714,4.6251,0.63179,0.89328,0.04651,125.85954,-4.07007,3021.64169,2045.00335,0,0,142,2750055,0
Luxembourg,99.8767,0.0034,97.59426,-0.00307,2.1,0,2.3,0,2.5,0,14,0,6,0,8,0,3.1,0,2.8,0,2.5,-0.1,17,0,9,0,8,0,1.7,0,10,0,8.9,1,0,0,3.50491,1.32111,2.94254,0.03756,0.00114,0.00001,21.79664,8.67819,1.46866,0.10465,0.00057,0.00004,1.43576,0.01334,0.00056,1.00E-05,1.65512,0.02356,0.00064,0.00001,100,0,100,0,16.45,0.4,2.29,-0.04,0.33,1.05,8.483356,-2.097002,0.079514,-0.01998,5259452.906,-1172484.772,4.93,0.48,4.99,0.03,5255.52,525.51,0.79861,0.79861,79.45933143,-1.785224286,9.10785,-0.81795,8.89471,-0.81304,9.24749,-0.84416,8.42927,-0.80189,34.45,0,88.7,0,257.45,0,84.24528,0.19863,178.35,1.83,42.51,1.11,0.98491,0.00015,0,0,1,0,18,1,0.08652,0.00257,0.12548,0.0035,5.237155,-0.11353,3.844191667,-1.007953333,2.31993,1.10061,0.89328,0.04651,58.30952,1.14502,12801.1947,38845.98598,0,0,169,647599,0
Malawi,69.46488,0.80822,42.80384,2.16817,29,-1,33,-1.2,36.9,-1.3,20659,-365,9033,-149,11626,-216,50.3,-2.5,45.6,-2.2,40.6,-1.9,28268,-971,15740,-543,12528,-428,20.2,-0.5,12819,-87,146,-7,4.23727,-0.54896,-2.24109,-0.74186,23621.7521,-179.25817,0.25055,-0.0019,275.3559,75.04135,606.1351,121.17884,0.00643,0.00129,0,0,0,0,0,0,0,0,11.2,-6.8,45.5,-3.5,72.1,-1.09,3.12,-0.14,2.76,1.17,0.60241,2.61E-05,1.477334444,-0.036785,11222159.67,292973.3599,11.79,0.23,11.54,0.14,67.38,3.08,2.68809,0.1524,90.74788143,11.09106743,20.18388,-0.07384,18.56954,-0.0381,18.53727,0.00536,18.17854,-0.03508,24.22,-0.45,2283.7,-42,9428,0,63.23302,0,78.7,0,0,0,0.8075,6.00E-05,0,0,1,0,125,13,0.0048,0.0003,0.01521,0.00155,11.25596,1.65236,4.171622,0.190996,5.44818,1.05649,745.5398,13.2073,34.95574,-1.33732,55.26785,-904.12778,0,0,62,20405317,1
Malaysia,97.09037,0.0096,95.88023,0.06138,6.1,-0.1,6.7,-0.2,7.3,-0.2,3460,-99,1513,-43,1947,-56,8.6,-0.1,7.9,-0.1,7.1,-0.2,4058,-110,2278,-61,1780,-49,4.3,0.1,2171,-21,92,0,6.901644629,-0.358239371,-8.56924,0.28338,675.80487,2.09457,0.00206,0.00001,57.08341,8.55178,1024.83515,55.79304,0.00312,0.00017,1230.2231,68.80388,0.00374,0.00021,1511.99601,96.72102,0.0046,0.00029,100,0,100,0,5.59,0.28,4.44,-0.06,3.15,-0.32,3.598153889,-0.008336667,0.315858333,-0.009994444,114960273.5,1254725.861,22.21,-0.14,21.4,-0.13,2468.72,59.57,2.74508,0.23935,60.9262,2.143351429,23.74462,1.13874,21.52164,1.02545,20.75762,0.98945,16.70889,0.75734,58.33,-0.15,19164.19,-50.15,32855,0,37.03084,0,209.87,0.01,3966.82,-1044.36,0.71356,-0.00259,1,0,1,0,88,1,1.25272,-0.01308,1.06011,-0.03785,3.923458571,-0.005717143,3.461515714,-0.001317143,4.41319,-0.4299,4.1425,0.1074,121.36451,-8.25307,7812.77716,194.43946,2,0.015873016,46,33938222,0
Maldives,99.52721,0.02998,98.26843,1.05958,5.4,-0.5,6,-0.5,6.5,-0.6,45,-4,20,-2,25,-2,7.6,-0.7,7,-0.6,6.3,-0.6,52,-5,29,-3,23,-2,4.7,-0.4,36,-2,36,3,0,0,13.45125602,1.29959558,13351.30417,29.35105372,0.015754863,0.000137158,90.99487346,10.2055422,5019.632629,183.4579999,0.006774098,0.000188415,1823.06706,3.64019623,0.002456776,-1.64E-07,2076.119175,6.885213552,0.002806776,8.31E-06,100,0,100,0,1.11,-0.01,2.69,0.13,3.97,-0.33,1.517627778,-0.089553889,0.148678333,-0.014935,805795.4183,-23035.21948,2.02,-0.1,2.04,-0.08,216.82,-2.61,14.67811,-0.17536,40.229024,-4.42,12.69319,0.49135,13.00334,0.53759,13.87793,0.61333,13.79329,0.62019,2.73,0,0.82,0,30,0,0,0,135,0,0,0,0.84757,-0.00517,0,0,1,0,0,0,0.0019,0.00016,0.01493,0,7.930298,0.199888,7.407386,0.192654,7.09747,-1.02566,15.382,-0.0088,57.92063,-4.31335,956.15366,380.49563,20,0.158730159,175,521021,0
Mali,79.27972,1.47855,44.7977,1.76576,59,-1.3,64.4,-1.5,69.6,-1.5,55118,-86,24855,-63,30263,-23,108.2,-3.3,103.1,-3.1,97.7,-3.1,86719,-751,46299,-359,40420,-392,34.7,-0.5,30225,102,52,-1,6.2678,-0.59938,-0.55937,-1.79897,937.89535,-16.9673,0.00077,-0.00001,41.67843,8.55033,6953.83446,419.66533,0.0057,0.00034,592.40624,15.04914,0.00049,0.00002,911.40261,-1.8757,0.00075,0,47.9,-3,90.9,5.3,66.91,-3.68,5.15,0.02,3.01,-0.43,1.119021667,0.000896667,1.269296667,-0.043301111,21997747.33,666436.9179,15.98,0.63,16.26,0.66,134.21,9.08,781.26488,5.68706,81.33711333,15.09735667,45.05582,-1.43727,38.54882,-1.27303,36.5354,-1.26044,34.75342,-1.25881,10.9,0,13296,0,122019,0,61.57824,0,46.36,0,0,0,0.97958,-0.00013,1,0,1,0,121,12,0.01933,0.001,0.02655,0.00273,3.982565,0.021983333,0.542128333,0.00044,4.75616,0.00968,585.911,30.4645,50.97727,2.32127,720.63884,253.34345,0,0,58,22593591,1
Malta,100,0,99.9645,-2.00E-05,4.9,-0.1,5.3,-0.2,5.7,-0.2,23,-1,10,-1,13,0,6.6,-0.1,6.1,-0.2,5.7,-0.1,27,-1,15,-1,12,0,4.1,-0.1,18,-1,22,9,0,0,-32.35903,-22.676,0.42102,-0.14114,0.00132,-0.00044,22.02796,12.63102,0.62077,0.06426,0.00194,0.0002,0,0,0,0,0,0,0,0,100,0,100,0,7.4,-0.16,1.33,0.01,4.41,0.84,4.733846,-0.25055,0.165184,-0.016416,2384131.091,-66127.17872,6.42,-0.16,6.6,-0.2,1839.21,32.07,0.98116,-0.0235,62.63649143,-16.76758571,12.93912,-0.86295,12.93003,-0.86233,12.2127,-0.80372,9.30853,-0.61616,1.44,0,0.46,0,32,0,90.8537,5.00E-05,126.1858757,0.199265537,0,0,0.87242,0,1,0,1,0,0,0,0.01671,0.00038,0.03821,0.00406,4.474545714,-0.028434286,2.334668571,-0.515571429,5.91734,-0.25164,0.8933,0.0465,67.18875,2.07895,3778.10534,-245.51141,2,0.015873016,174,533286,0
Mexico,99.11535,0.3538,90.77656,0.61579,10.9,-0.4,12.2,-0.4,13.4,-0.5,24367,-1590,10739,-685,13628,-905,15.5,-0.5,14.2,-0.5,12.8,-0.4,28548,-1834,15890,-1032,12658,-802,8.6,-0.1,16926,-819,23,0,0.89224,-0.37882,17.37424,3.24499,5995.54249,165.75601,0.00308,8.00E-05,17.05601,-2.5213,10994.36178,-236.81088,0.00566,-0.00012,3499.02153,87.98378,0.0018,5.00E-05,4684.05668,25.83554,0.00241,0.00001,99.6,0.1,99.9,0.1,10.27,0.11,3.04,-0.02,-1.05,-2.28,1.881405,0.002954444,0.191617778,0.002953333,240021189.9,2978105.081,17.09,0.07,17.25,-0.29,1711.52,-11.41,11.6386,1.30731,64.00937286,0.272885714,18.42845,-0.98004,17.82781,-0.92378,16.58307,-0.80221,15.313,-0.71564,33.86,-0.06,65819.85,-127.76,194395,0,36.73627,0.03861,52.44,0,1247.59,42.26,0.68017,-0.00202,0,0,0,0,3729,392,2.42241,0.1169,2.4156,0.00963,5.242192857,0.281681429,0.971488571,0.19967,-0.19905,-2.39404,19.2636,0.0193,73.10586,-2.77288,34411.327,320.95,0,0,10,127504126,1
Mongolia,81.43561,0.68405,67.79234,1.27564,12.2,-0.5,13.8,-0.6,15.3,-0.8,1035,-45,445,-18,590,-27,17.8,-0.8,16,-0.8,14.2,-0.6,1206,-55,685,-32,521,-23,8.3,-0.4,621,-30,428,0,6.46067,-0.47583,-2.89813,-0.23805,13914.77541,-34.11304,0.00894,-2.00E-05,25.61719,8.41936,2403.88712,161.11791,0.00154,1.00E-04,48.31545,0.52845,0.00003,0,63.62205,0.73598,0.00004,0,98.9,0.8,99.9,0.2,3.32,0.06,6.92,0.61,3.37,-2.06,8.170617222,0.250102778,1.858034444,0.001691667,30672033.05,1060913.48,7.71,-0.13,7.07,0.02,338.06,5.38,72.31952,2.05243,55.42798857,8.785262857,50.61617,-3.48294,41.30377,-2.73608,35.04224,-2.5673,37.90245,-2.50588,9.1,0,14173.89,-1.11,155725.8,0.3,45.1745,2.85492,54.9,0,0,0,0.95792,-0.00017,0,0,1,0,63,3,0.04007,0.0042,0.03169,0.00205,5.963344,-0.000198,3.407236,-9.00E-05,5.60224,-2.14264,2663.5414,191.0573,96.77356,-1.01751,2443.343,269.602,0,0,133,3398366,0
Republic of Moldova,90.69569,0.43971,82.98983,0.6929,11.2,-0.2,12.7,-0.2,14.1,-0.2,523,-36,224,-16,299,-20,16.3,-0.3,14.7,-0.3,13.1,-0.2,620,-40,353,-23,267,-17,11,-0.2,444,-33,80,-6,0.13364,-0.00023,-2.17674,-0.66365,233.76987,-1.58593,0.00711,-5.00E-05,3.04486,1.61212,108.20025,1.69278,0.00329,5.00E-05,61.53319,-0.14387,0.00187,-0.00001,66.99254,-0.06566,0.00204,0,100,0,100,0,22.04,-3.71,4.82,-0.27,4.76,-0.83,1.519205,0.02839,0.672388889,-0.011706111,6142538.972,101831.0351,11.61,-0.08,10.64,-0.57,341.91,13.35,78.35475,1.68399,73.86371,5.60718,12.73691,-0.95867,12.36523,-0.93055,12.29008,-0.92091,12.06092,-0.90686,11.75,0,386.5,0,3288.59,0.06,78.36995,0,93.63,0.27,0,0,0.94529,0.00023,0,0,1,0,30,1,0.01462,0.00078,0.03021,0.00115,5.899761667,-0.006898333,3.4817,-0.037796667,3.6834,-0.61808,17.57347,0.77142,72.02198,-1.86885,508.2,211.59,0,0,134,3272996,1
Montenegro,98.6814,0.1751,97.5023,0.28805,2.1,-0.3,2.3,-0.2,2.4,-0.3,17,-2,8,-1,9,-1,2.9,-0.3,2.7,-0.3,2.5,-0.3,20,-3,11,-2,9,-1,1.2,-0.2,9,-1,15,0,0.04514,-0.00334,-5.25181,-1.38449,18.68475,-0.27303,0.00139,-2.00E-05,13.29728,1.74566,78.13498,1.20389,0.00581,9.00E-05,20.47228,0.03865,0.00152,0,22.90227,0.07432,0.0017,0,100,0,100,0,38.74,-1.86,3.4,-0.02,4.24,-1,2.930238333,-0.015542778,0.385143333,-0.017655556,1840154.352,-9215.602404,3.93,-0.2,3.72,-0.26,297.92,-2.46,104.5121,-8.68941,81.61787833,4.064646667,17.93198,-3.74322,19.29617,-4.04967,17.88988,-3.734,19.68595,-4.13467,61.49,0,827,0,1345,0,25.90711,8.2509,96.87,0,0,0,0.80429,-0.00385,0,0,1,0,0,0,0.00244,2.00E-05,0.01504,-0.00015,6.090152642,0.592087072,3.048349448,0.073929991,4.06294,-1.01495,0.8933,0.0465,60.87996,-2.35134,416.44726,-73.36756,4,0.031746032,170,627083,0
Netherlands (Kingdom of the),100,0,97.69441,-0.00923,3.2,0.1,3.5,0,3.8,0,591,0,261,0,330,0,4.4,0,4,0,3.7,0,688,-1,385,0,303,-1,2.6,0,450,5,4.9,-0.4,0,0,13.45125602,1.29959558,13351.30417,29.35105372,0.015754863,0.000137158,90.99487346,10.2055422,5019.632629,183.4579999,0.006774098,0.000188415,1823.06706,3.64019623,0.002456776,-1.64E-07,2076.119175,6.885213552,0.002806776,8.31E-06,100,0,100,0,8.61,1.17,3.04,-0.13,1.5,-0.39,5.755106,-0.138916,0.118972,-0.004702,99927410.91,-1956895.133,11.13,-0.18,10.77,-0.29,5385.51,-2.4,0.31605,0.07939,58.68373429,-1.418805714,10.88196,-0.75136,10.7416,-0.74425,10.50064,-0.76062,9.95689,-0.70675,10.95,0.03,368.57,0.94,3367,0,79.58852,0,54.63,0.5,171.24,0,0.94139,-0.00113,1,0,1,0,1785,140,3.72664,0.00939,3.28727,0.03025,3.785915714,0.032271429,2.558928571,-0.698455714,1.95559,-0.40533,0.89328,0.04651,147.69088,-2.43317,-14141.08011,-101774.421,20,0.158730159,72,17564014,0
Vanuatu,90.06543,0.42288,48.34087,-0.53317,19.1,-0.6,20.9,-0.5,22.5,-0.5,192,-3,85,-2,107,-1,26.6,-0.6,24.7,-0.6,22.6,-0.7,226,-5,126,-2,100,-3,10.5,-0.3,97,-2,41,-5,0.16168,-0.14003,25.9563,-3.39494,28.83351,-0.77716,0.00237,-6.00E-05,164.35643,36.96062,15.43536,2.15807,0.00127,0.00018,0,0,0,0,0,0,0,0,64.5,2.9,94.5,1.2,31.63,1.93,3.5,-0.27,0.83,0.37,1.340591667,-0.00388,0.463063889,-0.002858333,402019.2913,8526.062577,3.27,0.06,2.93,0.15,93.7,2.39,0,0,75.877278,3.940588,9.0883,-0.21825,8.42148,-0.3845,9.0883,-0.21825,8.1155,-0.46432,36.28,0,442.3,0,1219,0,2.84042,0,126.1858757,0.199265537,0,0,0.67575,-0.00212,0,0,0,0,4,0,0.00029,-0.00002,0.00184,-0.00013,8.68263,0.013534,3.569518,0.000482,3.24119,0.34096,114.7325,4.5675,44.09914,-5.20465,35.13303,-2.33804,2,0.015873016,183,326741,0
Niger,47.36668,0.36744,14.79004,0.49226,55.5,-0.3,60.2,-0.2,64.6,-0.2,63101,1790,28573,791,34528,999,120.7,-0.6,117,-0.7,113.1,-0.7,118335,3290,62333,1763,56002,1527,33.9,0,36474,1170,84,-3,67.62753,-0.85799,-13.83948,-22.05164,227.46701,-58.21716,0.00018,-0.00005,34.67272,-5.40559,1089.09432,-43.71484,0.00086,-0.00003,0,0,0,0,0,0,0,0,18.5,0.9,62.7,15.1,80.74,-1.23,4.99,-0.05,2.03,-1.2,0.764733889,-0.008876667,1.468604444,-0.045101667,17826512.85,464505.7273,7.63,0.12,7.33,-0.07,39.72,1.4,12.82408,1.02374,85.62313,4.660557143,55.52322,-0.69293,50.15037,-0.59396,50.74781,-0.60431,48.66636,-0.56063,0.86,-0.01,1092.12,-12.42,126670,0,54.69064,7.71668,38.28,-0.08,0,0,0.93344,-0.00074,1,0,1,0,215,26,0.00592,-0.00023,0.01203,0.00052,3.882751667,0.077041667,0.316778333,0.00484,5.9414,-1.2694,585.911,30.4645,26.7256,-0.46694,717.14764,251.10537,0,0,54,26207977,1
Nigeria,74.72413,1.63667,43.27675,1.05049,67.3,-1.5,73.9,-1.6,80.2,-1.8,558201,-3611,249645,-1832,308556,-1779,122.8,-3.1,116.8,-2.8,110.3,-2.9,873031,-8388,468096,-4177,404935,-4211,35.9,-0.5,276441,450,219,0,19.34273,-0.29678,8.42788,-3.55033,1668.73262,-54.64037,0.00183,-6.00E-05,66.57636,9.95578,4805.15821,287.18999,0.00528,0.00032,1811.24052,30.9285,0.00199,4.00E-05,2712.33575,8.01932,0.00298,0.00001,55.4,-1.1,83.9,2.2,80.81,-0.83,6.41,0.24,-0.26,0.33,0.592640556,-0.002557222,0.233080556,-8.33E-05,119099211,2515029.282,8.96,-0.13,11.52,1.87,225.3,-3.83,143.43143,5.77513,63.71631,6.927292857,55.3303,-0.6575,55.64206,-0.87796,56.47635,-0.80035,56.02286,-1.14694,23.93,-0.17,21790.25,-163.3,91077,0,79.8845,0,134.77,0,0,0,0.85182,-3.00E-05,0,0,0,0,1071,96,0.32886,0.01915,0.28575,0.06875,3.287333333,0.028698333,2.06405,0.02752,2.20843,0.28567,325.0003,18.918,26.28492,1.73088,2305.09981,1529.85241,0,0,6,218541212,1
Norway,100,0,98.05215,-0.0011,1.7,-0.1,1.9,-0.1,2.1,-0.1,105,-6,46,-2,59,-4,2.6,-0.1,2.4,0,2.1,-0.1,130,-7,73,-4,57,-3,1.4,0,75,-4,3.3,-0.8,0,0,3.39271,-0.02234,11925.88506,-2.57642,0.03267,0,64.51559,16.32071,938.64713,93.11817,0.00257,0.00025,1700.95156,-13.25091,0.00466,-4.00E-05,1802.21198,-0.76029,0.00494,0,100,0,100,0,60.6,0.86,3.37,-0.28,0.07,-0.38,10.453944,-0.11044,0.137552,-0.001548,55910600,-210777.12,6.49,0.06,6.18,0.18,4934.52,53.83,0.09315,-0.00068,67.67861571,-2.73612,7.19268,-0.0821,6.30111,-0.03121,6.95687,-0.07971,5.83101,-0.00685,40.03,0.03,12172.2,7.8,30409.6,-1.4,56.51899,0.03051,63.46,0.69,7575.88,195.13,0.94749,-0.00012,1,0,1,0,223,15,0.54064,-0.08235,0.44121,0.00425,5.15371,-0.018125714,4.043527143,-0.017865714,0.7458,-0.37303,8.8,0.6675,46.45561,-1.23115,16714.77273,16489.01189,0,0,119,5434319,0
Marshall Islands,85.71566,-0.22473,81.32845,-0.4806,22.9,-0.7,26.3,-0.8,29.5,-0.9,26,-2,11,-1,15,-1,35.3,-1.1,31.8,-0.9,28,-0.9,32,-3,18,-2,14,-1,14.8,-0.4,14,-1,483,-435,9.06502,-0.14592,79.92737,4.8504,0.46228,0.01246,0.00257,7.00E-05,533.90102,62.52916,1.56477,0.15435,0.00869,0.00085,0,0,0,0,0,0,0,0,96.8,1.5,95.4,0.3,12.08,0.05,9.64,-0.6,9.65,3.38,0.222629444,-0.003328333,0.053640556,-0.003322778,13088.57413,-110.0447567,2.33,-0.2,4.71,0.95,110.61,1.12,15.87734,0.45306,20.8398,-3.692798,7.54579,0.04995,7.21485,0.07244,7.54579,0.04995,7.07475,0.08027,52.22,0,9.4,0,18,0,10.11331,0,132.13,0,0,0,0.84455,-0.00254,0,0,1,0,4,0,0.00029,0.00008,0.00035,-0.00003,4.964964,0.002934,4.456058,0.002362,10.83921,6.64519,1,0,52.99616,0.10789,4.17723,-5.57482,0,0,216,41569,0
Pakistan,90.19065,0.14805,65.38994,1.72839,50.7,-1.4,55.9,-1.5,60.8,-1.6,349425,-8591,154508,-3797,194917,-4794,71.8,-2.2,67.5,-2.1,62.9,-2.1,422509,-12497,230699,-6524,191810,-5973,41.3,-1,261604,-4916,263,-2,10.6794,-1.32131,19.99854,0.85205,2516.48348,17.86822,0.00326,2.00E-05,62.57348,-8.45108,13721.57252,-713.29089,0.0178,-0.00093,524.9633,-19.9736,0.00068,-0.00003,987.81637,-31.65896,0.00128,-4.00E-05,93.9,0.5,99.3,0.2,45.88,2.52,3.94,-0.08,0.86,-3.67,0.649361667,-0.001697778,0.432318333,-0.006624444,140629373.6,2456039.793,12.05,0.24,12.59,0.99,194.45,5.4,60.77787,1.10077,44.24292,5.721868571,51.58568,-6.44785,50.13067,-6.37371,50.02369,-6.55482,48.52199,-6.29421,4.89,-0.05,3767.24,-41.34,77088,0,34.78809,0,75.3,0,0,0,0.85553,-0.00313,0,0,1,0,1670,46,0.12269,0.00286,0.26028,-0.04286,7.350263333,0.011515,4.537556667,0.016996667,2.49764,-3.65406,136.4821,26.438,22.95382,-0.49363,2234,497,0,0,5,235824863,1
Panama,94.1825,0.28666,83.37855,1.18794,11.4,-0.4,12.8,-0.4,14.1,-0.5,990,-46,429,-20,561,-26,16.3,-0.6,14.8,-0.6,13.3,-0.4,1153,-53,652,-30,501,-23,8.3,-0.3,640,-31,37,-15,4.35984,-0.16745,4.83946,4.35232,43.20699,1.7937,0.00058,2.00E-05,41.27677,4.17888,200.41031,5.92802,0.0027,8.00E-05,244.88913,3.9836,0.0033,5.00E-05,312.93314,4.66959,0.00422,6.00E-05,93.9,0.1,99.6,0,18.91,-5.53,1.54,0.16,1.34,-0.62,1.336368889,0.028936667,0.088681667,0.000747222,5674813.332,213842.6896,5.54,-0.31,5.72,-0.16,837.43,-35.06,1.05495,0.00722,44.35349429,-1.66469,11.89204,-0.62579,11.77915,-0.59288,12.04764,-0.59316,11.59881,-0.54069,56.96,-0.15,4225.25,-11.42,7418,0,54.94872,0.63044,145.1,0,23.16,0.66,0.73131,-0.00128,0,0,1,0,86,4,0.05953,0.0008,0.11114,-0.00494,6.184244286,1.800272857,2.373077143,1.709747143,2.97977,-0.70566,1,0,48.98155,-4.13152,4062.94847,-956.45153,0,0,128,4408581,0
